text,sentiment,sentiment_label
@AmericanAir I have looked and I was told it was in Guatemala last night. No record of anywhere today. I need my clothing for work tomorrow.,-0.296,Negative
"@AmericanAir Cool, a canned response. Nah, I think I'll keep tweeting at everyone who mentions AA on Twitter. You could DM me, though.",0.2263,Positive
@AmericanAir please fix your mobile and desktop site to allow Canadians to select a passenger when checking in. Thanks.,0.7269,Positive
@AmericanAir tried ringing but told me to try again Late Flightr. I'm supposed to be leaving in an hour...,0.0,Neutral
@AmericanAir You guys did an amazing job today! Know it’s hard; thanks to Kate Appleton for all her hard work reFlight Booking Problems my friends and me!,0.7835,Positive
.@AmericanAir cover a rental car or refund our ticket? - I'll gladly drive 10 hrs home than be stuck here till Tues!,0.1759,Positive
@AmericanAir should reconsider #usairways acquisition. Flight 1843 AA gold flyers insulted by attendant for hanging jacket!,-0.5562,Negative
@AmericanAir   You neglected to mention the $200 fee per ticket.  I had a medical reason and still have had to jump thru hoops.,-0.5267,Negative
@AmericanAir yes and I would like a refund.,0.6369,Positive
@AmericanAir how realistic is it to make an 80 minute domestic to international transfer at JFK for a non US citizen?,0.0,Neutral
Eliza &amp; I cheated on u @AmericanAir with @AirTahitiNui &amp; it was a lovely flight. But we'll be back! Lots!,0.2105,Positive
@AmericanAir I hope you like the photo :) http://t.co/p7fSLuxEGW,0.8126,Positive
"@AmericanAir @sweetmel If weather is bad, wouldn't your folks try extra hard to communicate...or load bags onto flight 1320...or...anything?",-0.5994,Negative
"@AmericanAir and how is this not a mechanical issue? All evidence points to the idea that it’s the ILS at CLL at fault, not the weather.",-0.4019,Negative
"@AmericanAir @CAexhibitions Sorry in, like, a general way? Or sorry that incompetence/understaffing is compounding weather issues?",0.3094,Positive
@AmericanAir please help us get home tomorrow!!!!!,0.7326,Positive
"@AmericanAir @tennetexan Too bad there's only, like, 3 people on that team, then. Because this is next level unreal.",-0.25,Negative
"@AmericanAir @marxsterbcow How is this a real life response to a customer service issue? Seriously. Keep trying to call us. Eh, might work.",-0.1779,Negative
@AmericanAir fix the engine of flight AA3031so I don't spend all night in your airport so I can fly home tomorrow,0.0,Neutral
@AmericanAir Thank you.....you do the same!!,0.4738,Positive
@AmericanAir @ActingOutMgmnt Just make sure they remember to load the bags onto the plane. They Cancelled Flight the flight when they forget...,-0.1531,Negative
"@AmericanAir @brewcrewfan8 Is this real life, AA? Like, 2015 real life? You should be emailing/calling/DMing people you've inconvenienced.",0.4329,Positive
@AmericanAir hey there me again from yesterday im still on hold,0.0,Neutral
@AmericanAir weather is unavoidable. Understaffing is controllable,0.0,Neutral
"@AmericanAir Not only was 5418 Late Flight, but we've been boarded and waiting for over 30min. WTF?",-0.8074,Negative
@AmericanAir @yvonneokaka When do I get my personal response and apology for your crew's having forgotten to load baggage onto my flight?,-0.1779,Negative
@AmericanAir All flts to JFK Cancelled Flightled Thx to UR agent at SFO Im rebooked on UA. Didn't get name. She was awesome!  #twitterhug #shesaidrun,0.7088,Positive
@AmericanAir I know.  After an hour I got a live person.  It messes up our arrival and car plans at two airports and is costing us more.,0.0,Neutral
@AmericanAir I can't get ahold of aadvantage reservations.  I need to ticket a reservation that Cancelled Flights soon.  can you help?,0.1779,Positive
"@AmericanAir i was also told by agents my issues ""aren't their prob"" K fine. I get it. But have some compassion 4 others dealing w/this!!!",0.7412,Positive
@AmericanAir What's the status at DFW? Ticket agent at gate A9 was very rude and unhelpful.,-0.5095,Negative
@AmericanAir i was spoken 2 like I'm an idiot and that is not OK!! I don't need to deal w/ that esp after the travel experience I've had,-0.3365,Negative
@AmericanAir I am trying to switch my flight to AA 1359 I am currently on AA 2401 at 6:50am MONDAY morn then AA 2586! Help Me!!,0.5538,Positive
@AmericanAir I really hope it departs. They said is because the catering service wasnt available but we can see it next to plane doing nthin,0.2724,Positive
@AmericanAir I understand weather is not your fault but ur cs reps are atrocious. I am NOT happy nor will I EVR fly w/ u again.,-0.5216,Negative
"@AmericanAir When I left Orlando, I was 2nd in line for standby. I land and I'm 4th. 'Priority members get first available seats'. Awesome.",0.6249,Positive
@AmericanAir You didn't respond to my DM. You tweeted the same canned tweet you're telling everyone else.,0.0,Neutral
@AmericanAir I DMed you my AA &amp; phone #s &amp; you can't have someone call me? What was the point of your response? You didn't resolve anything!,-0.4284,Negative
@AmericanAir don't you guys have an email address? Just put me on the next available flight from ohare,0.0,Neutral
@AmericanAir But Eagle is always Late Flight,0.0,Neutral
@AmericanAir I have never on all my trips on any airline ever nat'l or int'l ever experienced anything like this!,0.4199,Positive
"@AmericanAir your call center won't let me wait on hold, which I would happily do. Am I seriously supposed to just keep calling? Not great",-0.1012,Negative
@AmericanAir half hour Late Flight leaving DFW...no attempt at an explanation,0.0,Neutral
@AmericanAir I'm on flight 1027 tomorrow that got Cancelled Flightled. Need to find an alternative to get to Dallas. Please help.,0.4588,Positive
"@AmericanAir 30 minutes flight from OKC and then make us wait, 30 minutes cause the gate isn't empty.  #epicfail #poorplanning",0.1511,Positive
"@AmericanAir seems like queue times are very high, in Q waiting for an agent 4 almost  an hour.Flight got Cancelled Flightled. http://t.co/sDm2wvR3zr",0.128,Positive
"@AmericanAir Nah, just horrible dining options outside of club. Luckily Manuel in the Admirals can make a Bloody Mary.",-0.25,Negative
@AmericanAir any earlier flights SAP-&gt;Mia &amp; Mia -&gt; New York (lga) on 03.03. I'm currently booked on flights 1504 and 1102.,-0.296,Negative
"@AmericanAir no hold times, just disconnections.   There is no excuse for that",-0.3447,Negative
".@AmericanAir nice 2 know. I paid 4 a seat. Then you sold my seat. now I bought a 3rd seat. It's a good scam, but a scam all the same.",-0.6757,Negative
@AmericanAir I’ll play it by ear. I know that you are doing your best. Buy some chewey oatmeal cookies for your customer care folks.,0.8689,Positive
"@AmericanAir if business class if full but 1st class empty, do you guys upgrade EXP members to 1st?",-0.296,Negative
@AmericanAir I've been trying for 4 hours to get hold of someone.,0.0,Neutral
@AmericanAir thank you for quick responses.   #aa usually has fantastic customer service. That's why I was so shocked when it wasn't there,0.4782,Positive
@AmericanAir what are my chances of making a connection to El Paso (AA504) with DFW from SAT (AA200) delayed 30 minutes?,-0.0258,Negative
"@AmericanAir  beyond frustrated with no call back from auto hold or whatever you call it. Entered my number at 11:30 CST, still no call 2:26",-0.7579,Negative
@AmericanAir ahhhh your silence is golden now.  This tops it all.  Anyone get fired?,0.0708,Positive
@AmericanAir Hey AA - can you help with an itinerary for a plat custy?  Stuck in PVR and phones aren't working,0.1779,Positive
@AmericanAir @ShannonBloom Where's my DM? Where's my voucher? Who's paying my $70 cab and my $50 car back to JFK tomorrow?,0.0,Neutral
@AmericanAir we've been on hold for hours.,0.0,Neutral
@AmericanAir @Stone9956 Do you dislike delays when they're caused by YOUR crew forgetting to load bags &amp; lazy pilot wanting duty day to end?,-0.6249,Negative
@AmericanAir can you guys help me please?,0.6124,Positive
@AmericanAir @travisamex It's not the weather. It's also gross incompetence. Understaffing. Crew forgetting to load bags. Don't duck truth.,-0.8106,Negative
http://t.co/EIw2sYb8Fu roberts&amp;s=1 @AmericanAir,0.0,Neutral
@AmericanAir .....and they waited 5 hours in a stuffy plane until they could get off then 7 more hrs to get their luggage  #AmericanAirlines,0.0,Neutral
@AmericanAir do you guys have another flight for today that you can book me on from laguardia to louisville ky?,0.0,Neutral
@AmericanAir my flight out of TYR tomorrow was Cancelled Flighted due to weather. How long until a rebook?,-0.25,Negative
@AmericanAir Has AA Flight 296 from San Antonio to Dallas been Cancelled Flighted?,-0.25,Negative
@AmericanAir trying to book a flight on hold- can't get through to a representative on the phone- Advice?,0.0,Neutral
@AmericanAir Cancelled Flights flights arbitrarily on same itinerary.  Weekend ruined for no good reason! No crew = missed Monday am mtg.,-0.8806,Negative
@AmericanAir i need someone to help me out,0.4019,Positive
@AmericanAir my flight was Cancelled Flightled from Laguardia to Louisville Ky and i am  stuck at the airport. Do you guys compensate for this?,-0.4588,Negative
"@AmericanAir &amp; if that wasn't enough, your staff have been so rude &amp; ignored passengers,don't think that should be accepted whatever reason",-0.6519,Negative
@AmericanAir I understand the weather issue but you can't expect passengers to wait 24 hours inside airports for whatever reason. Outrageous,-0.6124,Negative
"@AmericanAir guarantee no retribution? If so, I'd be glad to share.",0.6124,Positive
@AmericanAir a friend is having flight Cancelled Flightlations out of LAX to CMH on Feb 23. Anyway to help her? 800 number has been no help,0.4482,Positive
"@AmericanAir I used the ""call back"" feature with an operator regarding my flight, got a call 2 hours Late Flightr and got hung up on. #pleasehelp",0.0,Neutral
"@AmericanAir I need to be at work tomorrow at 8am, therefore that doesn't help.  Direct message faster than calling 800 number? #Backwards",-0.2401,Negative
@AmericanAir  ugh Dump us in dfw w/no luggage then Cancelled Flight our flight 3 more times. Sat arrival now Tue?,-0.7506,Negative
"@AmericanAir Cancelled Flights my flight, doesn't send an email, text or call. Then puts me on way earlier flight I might miss now. Thanks AA!",0.1511,Positive
@AmericanAir DMing you now! Big thanks.,0.4926,Positive
@AmericanAir 3078 is overweight so you pull 2 dozen passengers off? Why not luggage? Seriously?,-0.3658,Negative
@AmericanAir I love your company and your staff is amazing. They just made an uncomfortable situation comfortable,0.8658,Positive
@AmericanAir I wait 2+ hrs for CS to call me back re why  flt is cxld/protection &amp; they hang up the minute I answer on 1st ring?,0.0,Neutral
